reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
,B0011Z764Q,1,-1,3,"I enjoy cultural complexities, and here is one on point for this (in)famous song. The Catholic pop music critic Mark (""Marky') White has opined that this reaches up there with the greatest human spiritual achievements in culture apparently:

""Wait a Minute. Prince.
May 6, 2011 by frmarkdwhite
In an idle moment, I busted out a few tracks from the first Batman movie soundtrack, just to re-live the time. Listening took me back to those heady days of cassette tapes, and a crystalline realization left me humbled like a man in front of Niagara Falls:

Let's reflect for a moment--

Between 1982 and 1987, Prince came out with 1999, Purple Rain, Around the World in a Day, Parade, and Sign o' the Times.

Pause. Taking it in...

Do you realize how many songs are included here that are necessary elements of the cosmos?

By my count, at least twelve.

This is the most amazing thing that has ever been done.

If the man had only produced Purple Rain, that would be the most amazing thing that has ever been done.

...Can we really doubt, you know, the Almighty Hand?

No.""

Since the author is a great fan of Thomists like Ralph McInerny, let us note that this must be another Summum Bonum.",
,B0011Z77TA,1,-1,3,Has a nice beat and is easy to dance to. I give it a rating based upon my tastes. Your mileage may differ!,
,B0011Z764Q,1,-1,3,ok,
,B0011Z764Q,-1,1,4,My kidn of music. Throwback in memory of Prince.,
,B0011Z764Q,1,-1,3,"...of the 80s and Belgium.  One of my troops was a big Prince fan and he played this album when we were in the office.  I already had a couple of Prince's greatest hits albums, but this song wouldn't play because of a bad spot on the CD; so I downloaded it from Amazon to replace it on my computer.",
,B0011Z762I,-1,1,5,"Um, Prince....",
,B0011Z8OFG,-1,1,5,song,
,B0011Z8OFG,1,-1,3,Good,
,B0011Z762I,-1,1,4,Prince :(,
,B0011Z764Q,-1,1,5,This is Prince's anthem song that made his career what it was.  I have added this song to my Prince collection.,
,B0011Z8OFG,-1,1,5,xlint,
,B0011Z764Q,-1,1,5,Ordered because I grew up listening to his music,
,B0011Z8OFG,1,-1,3,good,
,B0011Z8OFG,-1,1,4,"Should have the starting ""screw ups"" deleted. Other than that, good song.",
,B0011Z762I,-1,1,4,been there done that,
,B0011Z8OFG,-1,1,5,REMINDS ME OF MY SKYDIVING DAYS,
,B0011Z762I,-1,1,5,no comment,
,B0011Z762I,1,-1,3,no review,
,B0011Z8OFQ,1,-1,1,Love her voice,
,B0011Z764Q,-1,1,5,memories,
,B0011Z764Q,-1,1,4,1,
,B0011Z8RHQ,-1,1,4,1,
,B0011Z764Q,-1,1,5,Hit,
,B0011Z764Q,1,-1,3,no review,
,B0011Z8O2O,-1,1,5,Bonita cancion,
,B0011Z8RHQ,1,-1,3,ok,
,B0011Z8RHQ,-1,1,5,"Nothing like the original artist's version!  Buddy Hacket and others just can't get it down like Picket did.  There is only one original, el primo,  Mustang Sally.",
,B0011Z8RHQ,-1,1,4,I'm a lover of this type of music. I get the MP3 downloads which hasn't been the best with Amazon's Downloading device this past 4 months which is why I knocked a star off.,
,B0011Z8O2O,-1,1,5,Touches a chord in me every time I hear it. He puts emotion into it.,
,B0011Z8O2O,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z8O2O,-1,1,5,:),
,B0011Z8O2O,-1,1,5,I don't remember downloading this song so I guess I'll have to go back listen to it again.,
,B0011Z8PU0,-1,1,5,no comment,
,B0011Z7M2C,-1,1,5,Mp-3,
,B0011Z768M,-1,1,5,#DAJAM!!!!!!!!!!!,
,B0011Z8OX8,-1,1,4,as expected,
,B0011Z8OX8,-1,1,5,throwback,
,B0011Z7448,-1,1,4,"I downloaded 3 songs after listening to this album.  Granted, the album was really good, however the 3 I downloaded were the only songs worth listening to more than once or twice. My advice: listen to the album samples first.",
,B0011Z8PXC,1,-1,3,This song is well worth the download and minimum cost to own. Would suggest this to all listeners not sure if I'd buy the whole album,
,B0011Z8PXC,-1,1,4,Planing on giving it to my grandaughter for Christmas.,
,B0011Z8PXC,-1,1,5,It was a song that brought back memories,
,B0011Z8PXC,-1,1,5,Clasic.,
,B0011Z8NSY,1,-1,3,no review,
,B0011Z8NSY,-1,1,5,takes me back,
,B0011Z94L4,-1,1,4,I'm a lover of this type of music. I get the MP3 downloads which hasn't been the best with Amazon's Downloading device this past 4 months which is why I knocked a star off.,
,B0011Z94L4,-1,1,4,The only drawback of this artist is when he shot someone. Hence the deduction of one star.  But he was an excellent entertainer.,
,B0011Z94CI,-1,1,5,"In my other reviews I have stated that PANTERA is number one... AMON AMARTH is number two DISTURBED is number three.  NOTE to all, BLACK SABBATH/OZZY is not on the list because I do not feel that GOD'S should be listed as Number one or two.  THEY ARE THEIR OWN CATAGORY!",
,B0011Z8NVG,-1,1,5,I like the old time songs better listing to then the newer stuff you can understand the music and what they are saying,
,B0011Z78V2,-1,1,5,Ok.,
,B0011Z78V2,-1,1,5,Electrifying performance by Otis Redding,
,B0011ZN4TM,1,-1,3,"tamia has a beautiful voice and the song is wonderful WITHOUT the rap artist
next time i buy this song it will be with only tamia singing",
,B0011Z8RUS,-1,1,4,"Great stuff when in a time of not so great ruled. The photo? Not so....the words ""lighten up "" ring loud and clear.....",
,B0011ZP94K,-1,1,5,Showing my Age!!!,
,B0011Z76UA,-1,1,4,1,
,B0011Z76UA,-1,1,5,"I ordered this song because i liked it. this is my obligated review. At least you get to sample the music like at the Virgin record store before you buy so i'm not sure if I could have a complaint...unless it's rap music, modern day rap then i wouldn't be purchasing it...just complaining",
,B0011ZP544,-1,1,5,anointed,
,B0011ZT522,-1,1,5,I've heard this on the radio a thousand times and decided it was time to add it to my collection.,
,B0011ZP364,-1,1,5,TY,
,B0011ZR7V8,-1,1,5,I love songs start innocently enough with a single guitar and lone vocal then let you have it a third of the through. Not heavy but hard enough to get your head moving. It made my Workout playlist.,
,B0011ZR7V8,1,-1,3,My children like this very much - they enjoyed the album and found it very easy to download (first time to download music),
,B0011ZW7G8,1,-1,3,"To know that Prince is a Joni Mitchell fan, mainly from when he name drops her in dorothy parker, you understand why it was important for him to do the tribute one of the reviewers had pointed out there where better contemporaries of hers that had great material an I agree, but this was based off his personal fondness for her work.",
,B0011ZT5MM,-1,1,5,"If you have ever had that feeling like you could just explode, implode, spontaneously combust... Then this is your cure.",
,B0011ZYPWM,-1,1,5,Thumbs up! ,
,B00120EDBY,1,-1,3,Good music,
,B00120EDBY,1,-1,3,It is okay.  It was the kind of music I thought it would be.,
,B00120EDBY,1,-1,3,"Great song to inspire people &help them through their day by listening to  MY SHOW ON KGLP.ORG  Don't worry, be happy! show.",
,B0012251CW,1,-1,3,"High School tune, never figured them to be right but.....",
,B0012251OK,-1,1,4,"Quick buying on the computer, downloading not so bad. Once again, issues getting to iTunes or Windows Media. But I think that's a computer bug.",
,B001226FHM,1,-1,3,nice,
,B001226FHM,-1,1,5,"If you don't like the ""Polar Express"" and this song, then we feel sorry for you.",
,B0012236SS,1,-1,3,"Some good, 80's era synth-pop material - mostly upbeat including the well-known ""People are people"" song. Dave Gahan's vocals are sharp and the synth spot on.",
,B00121BSFC,1,-1,3,"Why, when you have a strong wifi signal, is there a bunch of buffering interrupting your downloaded song? This is something that needs to be fixed before I download another song or cd from Amazon.

The Newsboys never disappoint. Shine is fun to listen to and very upbeat.",
,B0012269SC,-1,1,4,I still haven't figured out why it is not on my Kindle device. I already paid for it. What happened ?,
,B0012269SC,-1,1,5,I remember watching the video for this song on MTV as a teen. Jane made me not wanna fall in love. She rocks!,
,B001223DSG,1,-1,3,Great artist....like this song...brings back good memories of the 70's...,
,B001223DSG,-1,1,5,It stands up to the test of time.,
,B001223DSG,-1,1,5,Memories,
,B001227HXS,1,-1,3,like,
,B001227HXS,-1,1,5,I bought the track for a dvd I was making.  I used it for background music for some pictures from when I was a girl.,
,B001225A82,1,-1,3,GOOD!,
,B001227ZBC,-1,1,4,"i bought this record because, not only did I like it initially, but and being deeply hurt by my first husband, it was at that time that I realized just how thin that line really was. Years later he asked for forgiveness and I forgave him because I realized what he said was True and that we were both young and stupid. we were a long way from home and lacked guidance from both our parents or other adults that could have provided council. Even though I had some council but at that time that pain was greater than I could bear",
,B001226JXM,1,-1,3,"I like the 1980's a lot. This wasn't my favorite song from the 80's,but its my favorite song by Inxs. I like a lot of 80's songs.",
,B00122909W,1,-1,3,good,
,B001227O86,1,-1,3,good song but did not purchase for myself.  for someone else to hear . keep it coming amazon will continue to buy,
,B001229C18,-1,1,5,I heard this in either a movie or video game and came across it on Pandora Radio. I can't figure out where I heard it but it is awesome!,
,B001229C18,-1,1,5,Clubbed To Death [Kurayamino Variation] was something I heard everyone use for background to this or that.  Download was easy and immediate.,
,B001226F2W,-1,1,5,"wow! i have heard this song so many times in movies and tv shows that i just had to have it in my music playlist! the last straw was when i recently saw an episode of ""the wonder years"" on netflix.

i am not so sure how the long version, and the single version of this song differ. i guess i will never know unless someone that i know has purchased the single version. in this version, a guys says something from the beginning before the actual song begins and there is a long solo with a distorted type of voice towards the end. i found that kind of weird and not quit sure if that is how it is supposed to sound like. very difficult to say since music nowadays have that distorted voice in it too. maybe someone will let me know. :)",
,B001226F2W,-1,1,4,"I like the original version of the classic song, but as the saying goes, sometimes more it too much.  I guess they thought making it longer would be better for FM play or to have something to pack on a CD, but really, the instrumental bridge seems like it goes on forever.....",
,B0012298LC,-1,1,5,https://images-na.ssl-images-amazon.com/images/I/51Sqij0rQEL._SS300_.jpg,
,B0012298LC,-1,1,5,Pathos every time I hear it.,
,B0012298LC,-1,1,5,Tear jerker,
,B00122A8HU,1,-1,3,Pretty,
,B0012298LC,1,-1,3,Again I purchased this song to a friend of mine who absolutely loves all the versions of this particular tune.,
,B00122A23K,-1,1,5,:),
,B00122A23K,-1,1,5,Give it a listen,
,B00122A23K,1,-1,3,Good,
,B00122A0UA,-1,1,4,this one was better.....but one of the songs I paid for was missing the last 35 seconds....not happy.....,
,B00122A0UA,1,-1,1,"This mp3 sounds great so my complaint is not about sound quality. However, this song is usually presented as a pairing 'This Beat Goes On/Slippin' To Glide' and it usually happens in a seemless manner. These songs are cult classics and I'm sure the fans out there would love these to be presented in the normal seemless manner. To me it seems like breaking them in two is just a ploy to generate extra revenue. Still, I'm sure fans would pay $2 to have this be one peerless piece of music. I will compare this this to ZZ Top's 'Waitin' The Bus/Jesus Left Chicago' or Queen's 'We Will Rock You/We Are The Champions' - you really shouldn't hear one without the other.",
,B0012288VS,-1,1,5,Everybody say ho!,
,B0012288VS,1,-1,3,"Bought it since it was ranked #2 on the Rolling Stone ""Best Of"" list.  It is a classic, I guess, but might have to listen to it more to extract why it was rated so highly.",
,B001226HUC,-1,1,5,"Depeche Mode isn't usually a group flying on the radar... but this tune.. which I thought was entitled 'Here In My Arms' or 'All I ever needed (or wanted)'.. has a odd jammy beat.. that kinda twists and turns and twists right back to where it began.. off the wall keyboards and vocals make for a tune that oddly sounds in harmony with ""The Promise"" by When In Rome.... ""Words are meaningless and forgettable.... words are very ....unnecessary.. they can only do harm"" Solid 'A' effort",
,B00122B4UK,-1,1,4,Human interaction has not been as great as the idea of human engineering paving paradise to put up a parking lot with a swing hot spot. A society based on having so much entertainment to sell that it would like to toss everything else in the trash so people are not distracted by memories when they should be sleeping produced benzodiazepines to be the perfect hypnotic aspect of who we are.,
,B00122A1H2,-1,1,5,"If she were on American Idol, she would win going away! On the other hand, why would she go on such a sham of a show!",
,B00122D6RE,1,-1,3,sentimental. good quality recording. bought it at the request of someone else. I don't find it original in lyrics nor instrumentation.,
,B00122D6RE,-1,1,4,I am not much for writing reviews let alone writing more then a few words and don't like it when forced to  so  I liked it.,
,B00122C1WU,1,-1,3,"it's fine,it's diamond girl",
,B00122D76O,-1,1,5,Great song from a great group. Real R&B not these watered down new R and B crap.,
,B00122DEFI,-1,1,5,"I must confess, I have never had the privilege of listening to the album.  So, I can't judge it truly.  So, I'll have to rank it based on one song!  That being said, ""Love won't let me wait"" ranks up near the top in the category of romantic R&B/Soul ballads.  The year 1975 was a good year for romantic (black) music.  ""Love won't let me wait"" was NO exception, as it's a great song.

As this CD is an import, it's expensive ($38.99 as of 12/01/2006).  Third parties have cheaper (though not much).  This is going to force me to wait.  Oh well...(sigh)...Five stars...

**This update as of 05/12/2008!  Please note that the download that you can purchase of ""Love Won't Let Me Wait"" is for the 'single' version (under 4 minutes!).  The actual full-length song is between 5 to 6 minutes!  That means you are purchasing the single version!  So, beware!!!!**",
,B00122FVOU,1,-1,3,"This was a gift, so I cannot comment.",
,B00122FO56,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B00122BA18,-1,1,4,Oh get over it.....This time of the season is not a happy Folger's ad for everyone. It is stressful and very hard for a lot of people who have experienced loss or have to endure loneliness at this time of year. Take the song for what it is.,
,B00122HHP6,-1,1,5,What a performance.,
,B00122J05G,-1,1,5,Part of my Old School R&B collection!,
,B00122IZT8,1,-1,3,"This is an okay CD, I mean its hard to rate a CD. If you like a group you like them. If you don't you don't. How do you rate a CD?",
,B00122IZXO,-1,1,5,"Once again, this is one of the only Goo Goo songs that ever gets any airplay, though they do have a good repertoire of additional songs.  Such is the sad state of American radio. At any rate, this is a heartfelt plea and statement from an anguished speaker, with a somber feeling to it--not a happy dance song by any means, but one that will resonate with many listeners.",
,B00122IZXO,-1,1,5,"I like this song, but it came out while I was in high school. It may not be what some people are into, so decide for yourself.",
,B00122JNLC,-1,1,5,What can I say...It's Prince!!!,
,B00122JZ6A,1,-1,3,good,
,B00122KOBA,-1,1,5,"NOT ON HER HITS, NEEDED ON MY CELL , ALL HER SONGS PERFECT POP, THIS HIT 5 ON BILLBAORD WHY NOT ON GREATEST HITS NEVER KNOW",
,B00122JW8Q,-1,1,5,A,
,B00122K0OQ,-1,1,4,A good reason to party 'cause it's just like 1999.,
,B00122K0OQ,-1,1,5,Dance!,
,B00122KDDO,-1,1,5,"Come on, it's Joni Mitchell!",
,B00122J4U2,1,-1,3,"""Think Of Laura"" is another mellower than mellow track from Christopher Cross.  The song was written to mourn the death of a college friend and it appropriately sanguine. ABC's General Hospital began using the song for their show in reference to the love between  the series' two biggest characters Luke & Laura.  The use in the series helped propel the song to number 9 in early 1984 and was Mr. Cross' final top ten single despite the fact that people remember the song in the wrong context.",
,B00122KC4E,-1,1,4,Smooth & clear. The remastering of several took out distortions that were audible from original recordings.,
,B00122JOFC,-1,1,5,Memories,
,B00122KTCO,-1,1,5,Brings a lot of memory.,
,B00122KTCO,-1,1,5,"I remember having this song on a ""cassette mix tape"" and it made for a nice mood enhancer or driving tape.  So, i thought i would have the same effect via a ""playlist"" on my cell phone.  The song sounds great and i would recommend it to anyone.",
,B00122LN6K,-1,1,5,K,
,B00122LN6K,-1,1,5,aswome song,
,B00122KYU6,-1,1,5,"Somebody please explain to me how I can own two ""Madonna's greatest hits"" albums and STILL not have this song on either of them? Okay, so perhaps it's not the best known of her songs, but it is probably the one I associate most with the mid-80s. It has a sort of upbeat neo-50s doo-wop beat that accents the song's lyrics, and it isn't quite as racy as Madonna's other music, but that's okay -- it's an 80s pop song. All-in-all, an enjoyable listen that any 80s completionist should own!

Now to track down ""Who's That Girl...""",
,B00122MC0Q,1,-1,3,"The more up-tempo swing arrangements on this second album of standards that Linda made with the late Nelson Riddle makes this a better album in many ways than WHAT'S NEW.  That, however, really isn't saying much.  I still cannot honestly say that I really liked either of Linda's three big-band albums.  Linda should be commended for at least showing how pre-rock pop standards have affected rock and roll.  The problem is, however, there are other singers far more qualified to do standards than she is.",
,B00122MCOC,1,-1,3,Great Song,
,B00122MCOC,-1,1,5,"If I am forced to a specific number of words in rating songs, I will no longer leave a rating or a response. If I paid money for the song that should suffice that I wanted the song anything beyond that is not for my benefit. After payment that should be the end of my obligation. The rating system should be the stars only without having to leave comments.",
,B00122MSXW,-1,1,4,revisiting the oldies,
,B00122MSXW,-1,1,5,5 stars.,
,B00122MUAS,-1,1,5,"I remember having this song on a ""cassette mix tape"" and it made for a nice mood enhancer or driving tape.  So, i thought i would have the same effect via a ""playlist"" on my cell phone.  The song sounds great and i would recommend it to anyone.",
,B00122MUAS,-1,1,5,show me the money,
,B00122N296,1,-1,3,"I had completely forgotten this song, but knew something like this existed. By whom, I didn't know. When I stumbled across it, I bought it immediately. How did I find it? I stumbled across two covers of this song, one by Carlos Santana and Steve Winwood on YouTube. I knew it had been done by someone else, so I went searching here at Amazon. Then I stumbled upon Sade's version. All three are good, and perhaps Sade's version is best, but the original by Timmy Thomas is the one you want, then the others too. GET IT if you remember it from the late 60s! It is the precursor to Marvin Gaye's album ""What's Going On"".",
,B00122NXGS,1,-1,3,I heard it in a commercial. Liked it. bought it. One of those songs that gets stuck in your head.lol,
,B00122NUXE,-1,1,5,"I actually got the wrong one..but....It's Percy Sledge.  I grew up listening to him and an extra cut can't hurt.  I was supposed to get 'When a man loves a woman'...memory problems, mine",
,B00122N04I,1,-1,3,Robert Randolph is an amazing performer no matter what way you cut it. He plays his slide guitar better than anyone has attempted for awhile and has some real pumpin tunes. The one that are lacking are the slower numbers which in my view destroy what could have been an amazing disc. next time more funk.,
,B00122MEB8,-1,1,5,This is one of the dopest songs recorded in the eighties by anyone...PERIOD! I don't have the whole album of the same name which this song comes from but to obtain it is on my 'to do' list. Check out the music video on Youtube- Trippy and creepy @ the same time!,
,B00122MUB2,-1,1,5,Rocken,
,B00122OMC2,-1,1,5,Epic,
,B00122OMC2,-1,1,5,It's just to fill in my library. I like to listen to the old rock/pop/alternative/r&b etc.,
,B00122OMC2,-1,1,5,This is an icon of the era. No one can rerecord this and make this as trippy. The Iron Butterfly rocks.,
,B00122OMC2,-1,1,5,"Prefer the album version, but....it is 17 minutes and 2 seconds long.  Here is a grainy video (but with clear sound) with the ""album"": version:[...]",
,B00122ML0W,-1,1,5,:-),
,B00122ML0W,1,-1,3,OK,
,B00122OP0G,-1,1,5,"Lots of folks have covered this song (tiffany the most well known), but I think the original is the best.  Not the best Tommy James song, but a prototypical 60s pop song.  Nice beat, great hook, solid but not life changing lyrics, but ones that took longer than 30 seconds to write.  Any fan of 60s music needs this in their library.  It's not a sit in your chair song, it's good driving music, or cleaning house!",
,B00122OKQU,-1,1,5,Linda Ronstadt and Aaron Neville together? Nuff said.,
,B00122ML0W,-1,1,5,"The remastering is at most slightly detectable on good equipment....I mean mp3 is not the quality of CD, period.  But it is a nice inexpensive way to own the late great Warren Zevon's signature song.  Enjoy it, and to quote W.Z. on the Letterman Show, ""Enjoy every sandwich.""",
,B00122OIJE,-1,1,5,xlint,
,B00122OIJE,1,-1,3,"I have several versions of this song. Each of them are different, but similar. I like the soft version of this song best.",
,B00122MLIY,-1,1,5,I love this song. Had to have it on my song list. Get the original Not a redo from someone nobody has heard of.,
,B00122MLIY,-1,1,5,A1,
,B00122OP4M,-1,1,5,I remember listening to this song on the radio so when I found out what the name of the song was and the artist I had to have it.,
,B00122OP4M,-1,1,5,"There are about 5 versions of Genesis' ""Misunderstanding"" on Amazon MP3 and this one is the CLOSEST(most faithful) to the CD release.  :)

I ran an audio analysis in ""Audacity"" - a freeware(donations accepted) Digital Audio Workstation for both PC and Mac.  This version has the extended frequency response and(most of ) the original dynamics of the original CD and 1980 LP version.  Remember: Digital Remastering is a FURTHER step AWAY from the artist's original intentions 20, 30, however many years ago the album originally sold.

Also: MAKE SOME NOISE!

Tell Amazon or whatever download service you use to offer the UNremastered original CD release as the source for their mp3 offerings alongside the Digital Remasters.  Ask them to give you the CHOICE between the remaster and the first-gen CD release version.  You're purchasing and paying for it - you should have access to it!",
,B00122LVWG,-1,1,5,Timeless,
,B00122OK1K,-1,1,4,It seems as though I purchased this twice without thinking that they were the same.  I need to pay more attention,
,B00122PZHI,-1,1,5,BRINGS BACK MEMORIES.....,
,B00122PEYC,-1,1,5,"If you want to recreate the feeling of being at the Lambeau, you need this song.  Queue it up, and wait for the Pack to score a TD You probably won't have to wait too long ;).  Rock out til commercials, then go grab a beer.  Repeat.",
,B00122PEYC,-1,1,4,party song I don't want to work !,
,B00122PH3U,1,-1,3,Pretty good.,
,B00122PJ24,1,-1,3,Typical Prince vocal!,
,B00122RQX4,-1,1,5,"Ship of Fools is a no-brainer.
Sounds like he (Robert Plant) is stuck on the Earth - wait a minute...",
,B00122PK9Q,1,-1,3,"Originally released in 1982, this was the follow-up to his 'Special Forces' effort (see my review). 'Zipper Catches Skin' is a rather 'off' the beaten path lp for Alice. That's not to say it doesn't have good songs, because it does. Tunes I thought were good were ""Zorro's Ascent"" (it's got a great beat to it), the radio friendly ""I Like Girls"" (with guest vocalist The Waitress's Patty Donahue - R.I.P.), ""Tag,You're It"" and ""I'm Alive (That Was The Day My Dead Pet Returned to Save My Life)"". There's a cut here ""I Am The Future"" that at first I didn't remember where I've heard it before. Turns out it was part of the movie soundtrack for 'Class Of '84'. Line-up: Alice - vocals, Mike Pinera & Richard Wagner - guitars, Erik Scott - bass, Duane Hitchings - synthesizer and Jan Uvena - drums. Make not a classic, but [very] decent.",
,B00122PK9Q,-1,1,4,"Around the time this album came out, most people were probably thinking, ""What has happened to Alice Cooper?"" or ""What is Alice Cooper thinking?""  After he tried to reinvent himself for the 80s with Flush The Fashion, I think many people abandoned him for the cruddy new bands that started popping up.  The punk sound that he hinted at with Flush The Fashion and carried on with on Special Forces is still in play here.  This could actually be part 2 to Special Forces minus the ... attitude.  Alice uses this album to totally let loose his humor side with mixed results.  It's really not as funny as Alice thinks it is.  That's not to say I don't enjoy it, I do.  I actually like this album quite a bit.  I think it's great that he tried something different regardless of what people think.  The only flaw in my eyes is that it seems as though Alice Cooper-the man was taking a vacation from Alice Cooper-the character.  All of us fans fell in love with the creepy character of Alice Cooper, and this album comes across as an album by the man and not the character.  Look at his picture on the cover.  Yes, it is funny, but ""Alice Cooper"" wouldn't do something like that, or make an album of songs like that either.  Same can be said for Special Forces(though I can see the outfit working, but not the lyrics), or Flush The Fashion(where I can see the songs working but not the image).  This may sound like I'm putting these three albums down, but I really like and listen to them quite a bit.  This little known ""weird"" period of Alice's(Flush, Forces, Zipper, Dada) is very underrated if you ask me, and should be given alot more credit and attention than it does.  It's sad that the ""Trash"" period is more well known and favored.  I know this review won't be read by many because of that, and it's only hardcore Alice Cooper fans that will take any interest in this album at all.  And since that's the case, you already own it or you're eventually gonna get it and were curious about it....It'll be one step closer to having the whole collection, and you just may be surprised that it's actually a good album.  Different(it's no Love It To Death), but good nonetheless. ...",
,B00122T5SI,-1,1,4,oldschool,
,B00122T9DO,-1,1,5,"hello,
  having heard the song back in the early 70's, it was put away in our files.  but the quality of the tapes was not that great, so a digital copy was going to replace it.  amazon gave us a perk for ordering other products in the kindle line, so we got our digital copy via amazon download service.  since we watched breaking bad (like all of the other zillion people) straight through, the song urged us to download a digital copy. now it is on the rotation of songs...  great song and by the way, it was a great song before breaking bad, but after, it will forever be remembered as the song about....the blue stuff...",
,B00122R1RU,-1,1,4,Downloaded very easily.  Good quality playback on my computer and it was a good price for a single mp3 and burned easily.,
,B00122R2EW,1,-1,3,Has a nice beat and is easy to dance to. I give it a rating based upon my tastes. Your mileage may differ!,
,B00122R1RU,-1,1,5,Would give it 100 stars if I could!,
,B00122R1RU,-1,1,5,Looove it!!!,
,B00122R1RU,-1,1,5,Clear.copy,
,B00122R2EW,-1,1,5,Romantica,
,B00122UP64,-1,1,5,I was never a big Doors fan but I like this song.,
,B00122UP64,-1,1,4,Yea,
,B00122UP64,-1,1,5,as expected,
,B00122V6AS,-1,1,5,anointed,
,B00122UIOI,-1,1,5,#1 song,
,B00122UIOI,-1,1,5,"For us baby boomers, they just don't produce songs of this caliper. Get the whole album you won't regret it!!",
,B00122ULG8,1,-1,2,"That this song downloads as a separate from 'The Load Out'. Your promoter don't mind, the union don't mind, the roadies don't mind. The verses are specific for this 'Stay' version and is part of 'The Load Out/Stay' compile. Its one song!",
,B00122WO5Y,1,-1,3,good,
,B00122WK08,-1,1,5, it,
,B00122X3D6,-1,1,5,"I heard this on the HD radio the other day, used Shazam to get the correct title.  Got it on Amazon.",
,B00122WLIE,1,-1,3,good quality,
,B00122WLIE,-1,1,4,1,
,B00122WLIE,1,-1,3,"This is a good listening song and I listen to it often.  I am a Forrest Gump fan and when watch the movie,  it reminds me of just how  life affects us all.",
,B00122WLIE,1,-1,3,Ordered for my husband as one of his favorites.  I personally can take it or leave it.  Just mediocre for my taste.,
,B00122YSJ4,-1,1,5,"More music I had and either lost it, or had it stolen from me. I had much of it already to MP3, but not this song.",
,B00122Z6ZY,-1,1,5,"Great song! STP came and went, but they left some really nice tracks behind. I'm going to leave this review for all the STP I downloaded because I am lazy.",
,B00122X5VG,-1,1,5,,
,B00122X5VG,1,-1,3,"I hate this song more than any song ever, but everyone else loves it to death, lol.
This one file had the best production quality, so I highly recommend this one over the others.",
,B00122X5VG,-1,1,5,5*,
,B00122X5VG,-1,1,4,What I expected,
,B00122X5VG,-1,1,4,Dance,
,B00122X5VG,1,-1,2,"This is one of those ""let's all get up and dance, because he's telling us what to do"" type songs like The Electric Slide or Cotton-Eyed Joe. It's annoying and stupid but everyone wants to get up and dance to it. It's a gateway song. So I have to appreciate it for that, but otherwise it's absolutely terrible.",
,B00122YZO2,1,-1,3,"Though I'm sure they're mostly thought of as a one-hit-wonder, man what a hit. ""In The Meantime"" has got to be one of the coolest songs of the mid-90's. After that the songs aren't as good, but still similar, and mostly interesting. Actually I think ""Cruel To Be Kind"" was a minor hit as well. Their sound is definitely retro-glam, like a ""David Bowie"" or ""Elton John"" influenced 90's alt-rock band. By now this disc is probably in every used store across the country, and well worth the price you could get it for. After a few listens, you'll realize ""Space Is The Place"".",
,B00122X5VG,-1,1,5,just as I had ordered,
,B00122Z69A,-1,1,4,As described,
,B00122X5VG,-1,1,5,a,
,B00122X5VG,-1,1,5,"Dance, Dance, Dance!",
,B00122X5VG,1,-1,3,"I like this song, it is worth buying and spending the money on.  Instrumentals and the vocals are great.  Good lyrics.",
,B00122X5VG,1,-1,3,Ballroom studios in NJ play this so I bought it to use with students when necessary.  They even did it at my nieces sweet 16 though it was a tad more energetic than I was used to.,
,B00122V42I,-1,1,5,I resisted this album for a long time. I thought it was just another Coltrane that I could get on a best of album. Wrong! oh so wrong. This album got some good reviews and then there are others who don't get very excited about it. I let those reviews influence me into missing this gem for a long time. Don't do as I did.. add it to yours.,
,B00122WPHG,-1,1,5,"I believe this was written by Doors guitarist, Robby Krieger, about his eclectic and often fickle girlfriend.  And almost every guy has had this experience of loving an erratic women and knowing he can never tame nor keep her.",
,B0012323YA,-1,1,4,"All I really wanted to do was rate it 4 stars, but i'm required to type something in order for me to rate the song.",
,B0012323YA,1,-1,3,Not a complicated song.  Great song that flows well and could fit in any social situation.  The singer has a very distinct style and I would make sure to listen to the samples before downloading multiple songs.,
,B0012328SQ,-1,1,4,"If you want to hear the Load Out in its entirety also with the song ""Stay"" you need to buy both MP3 Downloads or the Load Out will abrubtly just end.  If you buy both they completely mesh together when you plan them back to back.  NO DELAY at all, and it sounds just like the OLD LP Version from years back.  So my opinion is to merely buy both songs if you want to be happy.",
,B001232CNW,-1,1,5,Average White Band was and is music to Iisten to.  1970 music can be slow or fast depends on what you like to listen to.,
,B001232NP4,1,-1,3,good,
,B001232QT2,-1,1,5,"Great song! STP came and went, but they left some really nice tracks behind. I'm going to leave this review for all the STP I downloaded because I am lazy.",
,B001232BTW,-1,1,5,Poetry through music.,
,B001232R7I,1,-1,3,Little old school,
,B001232BWO,-1,1,4,1,
,B001232BWO,-1,1,5,I pod,
,B001232BWO,-1,1,5,A blast from the past!!,
,B001235DTW,-1,1,4,It was not the version I thought it was.  I was looking for the rock version of it but it is still okay.  I put in the wrong song title.  I should have looked for Christmas Canon Rock.  My fault.,
,B001237DT0,-1,1,5,A must have,
,B001237DT0,-1,1,5,"I love the instrumental songs of Trans-Siberian Orchestra, the singing ones are okay, some are a little much for me.",
